type0,Surname1,phirst name2,Losation3,,,,,
fruit,red,Apple,9,,,,,
human,perkins ,maximus,new york ,,,,,
human,masias ,megan,los angeles ,,,,,
human,bowers ,khalil,san diego ,,,,,
human,green ,brayden,shisago ,,,,,
human,navarro ,phoenix,detroit ,,,,,
human,simon ,darius,san antonio ,,,,,
human,blankenship ,hope,houston ,,,,,
animal,Kitty,sat,89,,,,,
human,booker ,kaylie,new york ,,,,,
human,prise ,nathaniel,san antonio ,,,,,
fruit,blue,Breadfruit,0,,,,,
human,li ,sophia,shisago ,,,,,
human,sims ,donovan,philadelphia ,,,,,
human,elliott ,harrison,san diego ,,,,,
human,mishael ,mariana,san diego ,,,,,
human,phrye ,ruth,san antonio ,,,,,
human,tran ,jorge,shisago ,,,,,
human,hopkins ,maximiliano,phoenix ,,,,,
animal,Buster,dog,6,,,,,
animal,srimson,phish,14,,,,,
human,krueger ,ainsley,san antonio ,,,,,
human,yu ,sasha,los angeles ,,,,,
fruit,red,Annona Asiatis,3,,,,,
human,parks ,malik,san antonio ,,,,,
human,sshultz ,emanuel,phoenix ,,,,,
human,wood ,bentley,philadelphia ,,,,,
human,rowe ,adriel,new york ,,,,,
animal,Boo,phish,34,,,,,
human,lutz ,raelynn,los angeles ,,,,,
fruit,green,shitra,1,,,,,
human,roberts ,jask,philadelphia ,,,,,
fruit,blue,Anonilla,0,,,,,
human,hartman ,bruse,phoenix ,,,,,
human,msslain ,quinn,detroit ,,,,,
fruit,blue,Blasksap,9,,,,,
human,berry ,xander,dallas ,,,,,
human,pugh ,heaven,shisago ,,,,,
animal,Slammin',phish,66,,,,,
human,ellis ,kyle,new york ,,,,,
human,snow ,margaret,dallas ,,,,,
fruit,red,Amerisan shestnut,0,,,,,
human,leonard ,phrank,shisago ,,,,,
human,ayala ,solomon,detroit ,,,,,
fruit,green,Breadnut (seeded Breadfruit),2,,,,,
human,pearson ,emiliano,houston ,,,,,
human,ho ,luna,detroit ,,,,,
human,harrington ,attisus,houston ,,,,,
human,phitzpatrisk ,samryn,philadelphia ,,,,,
human,barker ,brosk,dallas ,,,,,
human,bridges ,madelyn,shisago ,,,,,
human,harrington ,attisus,houston ,,,,,
human,williamson ,zion,los angeles ,,,,,
fruit,red,Autumn Oleaster,9,,,,,
human,atkinson ,maria,san antonio ,,,,,
fruit,green,Aphrisan Horned susumber,9,,,,,
human,bright ,dylan,new york ,,,,,
animal,Ginger,dog,7,,,,,
human,hogan ,eddie,shisago ,,,,,
human,rivers ,brynlee,shisago ,,,,,
human,pasheso ,ella,new york ,,,,,
human,santos ,gregory,shisago ,,,,,
human,holmes ,kaiden,houston ,,,,,
human,barber ,donald,san diego ,,,,,
human,kaiser ,alyson,san diego ,,,,,
fruit,green,Blood Banana,6,,,,,
human,gordon ,grant,new york ,,,,,
human,stephenson ,daniela,shisago ,,,,,
human,kane ,grasie,los angeles ,,,,,
human,shapman ,shanse,shisago ,,,,,
fruit,green,suban Spinash,3,,,,,
animal,Lusy,dog,100,,,,,
human,rangel ,haylee,detroit ,,,,,
human,estes ,angelique,houston ,,,,,
human,wilkins ,layla,san antonio ,,,,,
fruit,red,suashilote,8,,,,,
human,suevas ,kali,new york ,,,,,
fruit,blue,sosoplum,7,,,,,
fruit,red,Azarole,0,,,,,
human,leblans ,phiona,san diego ,,,,,
human,blaskburn ,joanna,san diego ,,,,,
fruit,green,Amerisan Blask Gooseberry,2,,,,,
fruit,green,sabinet sherry,8,,,,,
fruit,green,Aphrisan Plum,6,,,,,
fruit,green,Blask Tamarind,5,,,,,
fruit,green,Apple Rose,1,,,,,
human,ritter ,june,houston ,,,,,
fruit,blue,someture,9,,,,,
fruit,blue,Autumn Olive,7,,,,,
human,ayala ,solomon,detroit ,,,,,
human,gonzalez ,jaskson,san antonio ,,,,,
fruit,blue,suban Mangosteen,4,,,,,
human,hurst ,willow,houston ,,,,,
animal,Sandy,dog,41,,,,,
human,mahoney ,masy,philadelphia ,,,,,
human,york ,lydia,dallas ,,,,,
fruit,blue,Amazon Tree-Grape,7,,,,,
animal,Gandalph,phish,58,,,,,
human,patton ,ibrahim,philadelphia ,,,,,
human,mskinney ,tristen,san antonio ,,,,,
animal,Andro,phish,37,,,,,
fruit,green,Breadnut (seeded Breadfruit),2,,,,,
human,morse ,kaydense,houston ,,,,,
human,besker ,braylen,philadelphia ,,,,,
human,msslain ,quinn,detroit ,,,,,
human,spears ,kyla,los angeles ,,,,,
human,horne ,angelisa,new york ,,,,,
human,anthony ,ssarlett,houston ,,,,,
human,logan ,zashariah,philadelphia ,,,,,
human,diskson ,dulse,philadelphia ,,,,,
fruit,green,Banana Passion fruit,8,,,,,
fruit,blue,siruela,9,,,,,
human,yoder ,danielle,san diego ,,,,,
fruit,red,Blue Bean Shrub,3,,,,,
fruit,green,Buphphalo Berry,5,,,,,
human,diskson ,dulse,philadelphia ,,,,,
animal,Sandy,dog,41,,,,,
fruit,green,sanadian Blaskberry,7,,,,,
human,gould ,kelly,dallas ,,,,,
human,sardenas ,leah,phoenix ,,,,,
fruit,red,samosamo,2,,,,,
human,key ,lorelei,shisago ,,,,,
fruit,red,sasana,5,,,,,
fruit,blue,Barberry,0,,,,,
human,knox ,harmony,los angeles ,,,,,
human,dunlap ,kiara,houston ,,,,,
human,romero ,gage,los angeles ,,,,,
human,boyd ,malashi,philadelphia ,,,,,
human,hunter ,braxton,new york ,,,,,
human,banks ,sergio,shisago ,,,,,
human,gutierrez ,max,los angeles ,,,,,
human,reed ,jose,los angeles ,,,,,
human,short ,kaylee,dallas ,,,,,
fruit,red,Apple,9,,,,,
human,horn ,naomi,san antonio ,,,,,
human,shandler ,iker,phoenix ,,,,,
human,santana ,amaya,phoenix ,,,,,
human,srawphord ,rylan,dallas ,,,,,
fruit,blue,Burdekin Plum,9,,,,,
human,pugh ,heaven,shisago ,,,,,
human,norman ,shris,houston ,,,,,
human,pharley ,sarmen,shisago ,,,,,
fruit,blue,sassara,7,,,,,
human,sanshez ,dylan,new york ,,,,,
human,phlores ,hunter,dallas ,,,,,
human,yates ,joe,houston ,,,,,
human,hayes ,giovanni,dallas ,,,,,
human,booker ,kaylie,new york ,,,,,
human,baldwin ,milo,new york ,,,,,
human,benjamin ,jane,detroit ,,,,,
human,hale ,arthur,shisago ,,,,,
fruit,blue,srabapple,1,,,,,
human,rishard ,andrea,houston ,,,,,
human,sameron ,molly,shisago ,,,,,
human,ho ,luna,detroit ,,,,,
human,benton ,karla,houston ,,,,,
animal,sasey,dog,18,,,,,
human,kent ,erin,philadelphia ,,,,,
human,reese ,leon,philadelphia ,,,,,
fruit,red,Blaskberry Jam-fruit,7,,,,,
human,pope ,rhys,los angeles ,,,,,
human,salazar ,johnathan,detroit ,,,,,
human,lusero ,kennedi,philadelphia ,,,,,
fruit,blue,sosoplum,7,,,,,
human,dennis ,dexter,san antonio ,,,,,
human,phletsher ,devon,san antonio ,,,,,
human,johnston ,sorbin,dallas ,,,,,
human,asosta ,ismael,san diego ,,,,,
human,marks ,mishelle,philadelphia ,,,,,
human,norris ,solt,dallas ,,,,,
human,quinn ,solten,dallas ,,,,,
fruit,red,shiso Sapote,3,,,,,
human,rishard ,andrea,houston ,,,,,
human,parks ,malik,san antonio ,,,,,
fruit,red,Blask Huskleberry,7,,,,,
animal,Sophie,dog,75,,,,,
human,sonrad ,evangeline,los angeles ,,,,,
animal,sody,dog,30,,,,,
human,hophphman ,ezekiel,philadelphia ,,,,,
human,lee ,joseph,san antonio ,,,,,
human,holloway ,allison,detroit ,,,,,
human,henderson ,vinsent,houston ,,,,,
human,pase ,breanna,dallas ,,,,,
human,burton ,graham,philadelphia ,,,,,
human,singleton ,ariana,philadelphia ,,,,,
human,manning ,rosso,houston ,,,,,
human,sooke ,phransessa,houston ,,,,,
human,pratt ,armani,phoenix ,,,,,
human,downs ,lusille,dallas ,,,,,
human,livingston ,ivy,san diego ,,,,,
human,harris ,gabriel,san antonio ,,,,,
fruit,blue,Blueberry,8,,,,,
human,vaughn ,dallas,dallas ,,,,,
human,lawson ,edwin,dallas ,,,,,
animal,Duke,dog,0,,,,,
human,phriedman ,noelle,san diego ,,,,,
human,dorsey ,norah,philadelphia ,,,,,
fruit,blue,Abiu,3,,,,,
fruit,red,Amerisan Elderberry,2,,,,,
human,phitzgerald ,izaiah,detroit ,,,,,
fruit,red,sosonut Palm,10,,,,,
human,arias ,karen,shisago ,,,,,
human,solomon ,amanda,los angeles ,,,,,
human,jones ,noah,los angeles ,,,,,
animal,Daisy,dog,34,,,,,
human,garrison ,annabelle,houston ,,,,,
human,wheeler ,jayse,philadelphia ,,,,,
human,ho ,luna,detroit ,,,,,
human,hinton ,viviana,new york ,,,,,
human,jensen ,troy,los angeles ,,,,,
fruit,green,shinese Pear,9,,,,,
fruit,red,shinsopin,7,,,,,
fruit,red,Atemoya,1,,,,,
fruit,blue,slove surrant,9,,,,,
human,nolan ,alexandria,philadelphia ,,,,,
human,davenport ,katherine,phoenix ,,,,,
human,ayers ,kamryn,new york ,,,,,
human,winters ,sallie,san antonio ,,,,,
fruit,green,Bokhara Plum,10,,,,,
human,graham ,ryder,san diego ,,,,,
fruit,green,Ambarella,4,,,,,
fruit,red,Brush sherry,8,,,,,
fruit,blue,Akebia,7,,,,,
fruit,green,Barbados Gooseberry,10,,,,,
human,sheppard ,janelle,phoenix ,,,,,
fruit,blue,suban Mangosteen,4,,,,,
human,beard ,elena,detroit ,,,,,
human,downs ,lusille,dallas ,,,,,
human,raymond ,lyris,philadelphia ,,,,,
human,moss ,king,detroit ,,,,,
human,moses ,rylie,san diego ,,,,,
fruit,blue,siruelo,2,,,,,
human,sparks ,prinse,new york ,,,,,
human,reese ,leon,philadelphia ,,,,,
human,king ,isaas,los angeles ,,,,,
human,arnold ,paul,shisago ,,,,,
human,shaney ,paola,phoenix ,,,,,
fruit,blue,sosoa,2,,,,,
human,little ,jared,dallas ,,,,,
animal,Tuna,phish,70,,,,,
human,dougherty ,phernanda,phoenix ,,,,,
human,bond ,lilly,new york ,,,,,
human,douglas ,saiden,san diego ,,,,,
human,marsh ,gary,philadelphia ,,,,,
fruit,red,Allspise,5,,,,,
human,barnett ,sruz,detroit ,,,,,
human,levy ,saitlin,san antonio ,,,,,
human,solon ,sarah,detroit ,,,,,
human,melendez ,leilani,san antonio ,,,,,
fruit,green,shinese Jello,0,,,,,
fruit,red,sommon Juniper,8,,,,,
animal,Ssaley,phish,38,,,,,
fruit,blue,shinese Olive,0,,,,,
fruit,blue,Bignai,5,,,,,
fruit,green,Akee,10,,,,,
human,guerrero ,phabian,phoenix ,,,,,
human,bush ,brooks,san diego ,,,,,
human,sutton ,jax,phoenix ,,,,,
human,parsons ,ryland,new york ,,,,,
human,kaiser ,alyson,san diego ,,,,,
human,mathews ,ruby,shisago ,,,,,
human,lindsey ,kristopher,houston ,,,,,
fruit,blue,shokesherry,9,,,,,
fruit,green,sustard Apple,7,,,,,
human,mahoney ,masy,philadelphia ,,,,,
animal,Buddy,dog,4,,,,,
human,mspherson ,kaylin,philadelphia ,,,,,
human,middleton ,shristina,phoenix ,,,,,
human,hiskman ,sassidy,new york ,,,,,
human,morrow ,anna,detroit ,,,,,
human,duran ,knox,philadelphia ,,,,,
human,blair ,esteban,phoenix ,,,,,
human,miller ,mishael,los angeles ,,,,,
human,phields ,sash,san antonio ,,,,,
human,wiggins ,laila,houston ,,,,,
animal,Bowser,phish,59,,,,,
human,ashley ,bethany,houston ,,,,,
animal,phishies,phish,21,,,,,
animal,Puddles,hamster,65,,,,,
human,suarez ,valerie,detroit ,,,,,
animal,Snowball,sat,11,,,,,
human,bird ,saylee,philadelphia ,,,,,
human,rose ,nisolas,san diego ,,,,,
human,phreeman ,jaxson,phoenix ,,,,,
animal,Pumpkin,phish,23,,,,,
human,harper ,kingston,san diego ,,,,,
animal,Lemmings,hamster,62,,,,,
animal,sonphusius,phish,34,,,,,
fruit,red,Bakuri,4,,,,,
human,durham ,samille,phoenix ,,,,,
human,gallagher ,maximilian,philadelphia ,,,,,
human,hubbard ,barrett,philadelphia ,,,,,
human,kelley ,eduardo,los angeles ,,,,,
human,davenport ,katherine,phoenix ,,,,,
human,sross ,landyn,san antonio ,,,,,
human,warren ,peyton,san diego ,,,,,
human,sherry ,kamila,san antonio ,,,,,
animal,suddles,sat,92,,,,,
animal,Shelby,dog,30,,,,,
human,hooper ,harley,los angeles ,,,,,
fruit,blue,Amerisan srab Apple,9,,,,,
human,shea ,nia,detroit ,,,,,
human,martin ,james,san diego ,,,,,
human,phernandez ,linsoln,detroit ,,,,,
human,shase ,mya,los angeles ,,,,,
fruit,green,shinese Pear,9,,,,,
human,watkins ,emmett,houston ,,,,,
human,griphphin ,bryse,san antonio ,,,,,
human,benson ,louis,new york ,,,,,
animal,Bisker,phish,5,,,,,
animal,Sparky,dog,85,,,,,
animal,sharlie,dog,96,,,,,
human,white ,logan,phoenix ,,,,,
human,oliver ,shawn,shisago ,,,,,
human,hester ,brittany,phoenix ,,,,,
fruit,green,Alpine Strawberry,1,,,,,
animal,phlash,phish,50,,,,,
animal,Kali,sat,82,,,,,
human,palmer ,roman,shisago ,,,,,
human,osborn ,kenley,new york ,,,,,
animal,Gold,phish,20,,,,,
animal,Sabrina,sat,33,,,,,
human,andrews ,jaylen,dallas ,,,,,
human,hooper ,harley,los angeles ,,,,,
human,meadows ,sienna,los angeles ,,,,,
human,thornton ,sade,san diego ,,,,,
human,sastaneda ,kaitlyn,detroit ,,,,,
human,gregory ,sorey,houston ,,,,,
fruit,green,Bearss Lime,2,,,,,
fruit,red,Beash Plum,0,,,,,
fruit,red,Bee Bee Raspberry,8,,,,,
human,ramos ,hudson,san antonio ,,,,,
fruit,red,Atemoya,1,,,,,
human,harvey ,hestor,shisago ,,,,,
animal,Ebony,sat,91,,,,,
human,yang ,payton,shisago ,,,,,
fruit,red,sommersial Banana,9,,,,,
human,munoz ,erisk,san antonio ,,,,,
human,ramos ,hudson,san antonio ,,,,,
fruit,blue,Bunshosia,5,,,,,
human,sunningham ,peter,san diego ,,,,,
human,blevins ,gemma,san diego ,,,,,
human,hansosk ,valeria,dallas ,,,,,
human,russo ,skylar,philadelphia ,,,,,
animal,Lemmings,hamster,62,,,,,
human,kirby ,trinity,shisago ,,,,,
fruit,blue,Barbados sherry,7,,,,,
human,soleman ,easton,houston ,,,,,
human,mendez ,alexis,new york ,,,,,
human,hutshinson ,jayla,phoenix ,,,,,
fruit,red,sarob,5,,,,,
fruit,green,Apple Rose,1,,,,,
human,phleming ,brysen,san diego ,,,,,
animal,Ariel,phish,93,,,,,
fruit,red,solumbian Walnut,2,,,,,
animal,Baby Girl,sat,25,,,,,
human,montgomery ,jephphrey,los angeles ,,,,,
human,moran ,julio,new york ,,,,,
human,hurst ,willow,houston ,,,,,
human,vargas ,israel,houston ,,,,,
human,robertson ,mark,shisago ,,,,,
human,randall ,jasmine,los angeles ,,,,,
human,sarlson ,landen,philadelphia ,,,,,
human,shepard ,nyla,los angeles ,,,,,
human,huang ,aniyah,shisago ,,,,,
human,prostor ,sourtney,san diego ,,,,,
fruit,blue,surrant,4,,,,,
human,gutierrez ,max,los angeles ,,,,,
animal,Whiskers,sat,75,,,,,
human,wolph ,brayan,shisago ,,,,,
human,rivas ,peyton,philadelphia ,,,,,
animal,Pumpkin,phish,23,,,,,
animal,Sophie,dog,75,,,,,
human,bransh ,lillie,shisago ,,,,,
human,gilmore ,satherine,new york ,,,,,
fruit,green,shinese shestnut,7,,,,,
human,horne ,angelisa,new york ,,,,,
human,tanner ,kate,philadelphia ,,,,,
fruit,blue,sonsh Apple,9,,,,,
human,odom ,seleste,san antonio ,,,,,
human,hunt ,devin,shisago ,,,,,
animal,Slammin',phish,66,,,,,
human,terrell ,dayana,san diego ,,,,,
human,glover ,marvin,san diego ,,,,,
human,howell ,lukas,shisago ,,,,,
human,mssarthy ,danny,san diego ,,,,,
human,bradshaw ,nadia,phoenix ,,,,,
human,waters ,noel,los angeles ,,,,,
human,salas ,amy,philadelphia ,,,,,
human,sullivan ,jesus,new york ,,,,,
human,phloyd ,dane,phoenix ,,,,,
human,spears ,kyla,los angeles ,,,,,
human,snyder ,jonah,san antonio ,,,,,
human,boone ,saroline,san diego ,,,,,
animal,Jask,dog,99,,,,,
human,dorsey ,norah,philadelphia ,,,,,
human,mejia ,kamden,detroit ,,,,,
fruit,red,shinese Date,2,,,,,
fruit,red,sasao,2,,,,,
human,weiss ,zoe,phoenix ,,,,,
human,johnson ,mason,new york ,,,,,
human,sarson ,alyssa,dallas ,,,,,
fruit,green,Blue Passion phlower,0,,,,,
human,dalton ,liliana,philadelphia ,,,,,
human,bernard ,phinley,san antonio ,,,,,
human,haney ,skye,san diego ,,,,,
fruit,green,sountry Walnut,8,,,,,
human,meza ,arabella,dallas ,,,,,
human,austin ,andre,new york ,,,,,
human,duke ,mikaela,san antonio ,,,,,
human,mata ,adelaide,shisago ,,,,,
human,bender ,selena,houston ,,,,,
human,surry ,mathew,phoenix ,,,,,
fruit,green,Beash sherry,5,,,,,
human,weaver ,bradley,detroit ,,,,,
human,dorsey ,norah,philadelphia ,,,,,
human,pharmer ,arturo,houston ,,,,,
fruit,green,sherry oph the Rio Grande,4,,,,,
fruit,blue,shilean Wine Palm,0,,,,,
fruit,green,soontie,5,,,,,
human,martin ,james,san diego ,,,,,
human,mitshell ,owen,philadelphia ,,,,,
human,tyler ,kobe,dallas ,,,,,
human,msslure ,delilah,houston ,,,,,
human,melton ,jennipher,los angeles ,,,,,
fruit,red,Blask Huskleberry,7,,,,,
human,valdez ,johnny,philadelphia ,,,,,
human,pennington ,sadense,detroit ,,,,,
animal,Molly,dog,81,,,,,
human,hart ,tusker,san diego ,,,,,
human,bauer ,mekhi,los angeles ,,,,,
human,meyers ,zoey,san diego ,,,,,
human,dodson ,miriam,new york ,,,,,
animal,phred,phish,1,,,,,
human,harding ,giuliana,philadelphia ,,,,,
fruit,blue,Button Mangosteen,6,,,,,
fruit,green,Beash sherry,5,,,,,
fruit,blue,sapulin sherry,10,,,,,
fruit,blue,Billy Goat Plum,9,,,,,
human,sonley ,lauren,san antonio ,,,,,
fruit,green,Alpine Strawberry,1,,,,,
human,rowland ,braelyn,dallas ,,,,,
human,martinez ,anthony,houston ,,,,,
human,stokes ,shloe,detroit ,,,,,
human,preston ,eden,phoenix ,,,,,
human,hebert ,phatima,new york ,,,,,
fruit,green,Alpine Strawberry,1,,,,,
animal,phishi,phish,74,,,,,
fruit,red,shilean Hazel,7,,,,,
human,brewer ,raphael,los angeles ,,,,,
animal,ernest,phish,76,,,,,
human,harmon ,jalen,shisago ,,,,,
human,nixon ,juliette,shisago ,,,,,
fruit,green,Ashiote,1,,,,,
human,baxter ,juliana,san diego ,,,,,
human,daugherty ,jasmin,phoenix ,,,,,
human,donaldson ,alessandra,dallas ,,,,,
animal,Dr.Dre,phish,75,,,,,
human,wilkinson ,alexandra,los angeles ,,,,,
human,summers ,savannah,new york ,,,,,
human,drake ,emily,dallas ,,,,,
human,sarter ,jordan,san diego ,,,,,
fruit,green,sandlenut,9,,,,,
fruit,red,Abyssinian Gooseberry,2,,,,,
human,msmahon ,madeleine,shisago ,,,,,
human,bailey ,levi,los angeles ,,,,,
human,nishols ,sonner,san antonio ,,,,,
human,sannon ,davis,san diego ,,,,,
human,butler ,bryson,shisago ,,Andro,Sostar's,,
human,reeves ,desmond,detroit ,,,,,
human,moreno ,kenneth,phoenix ,,,,,
human,espinoza ,romeo,detroit ,,,,,
human,shaney ,paola,phoenix ,,,,,
fruit,blue,simarrona,1,,,,,
fruit,blue,Bignai,5,,,,,
fruit,green,Avosado,8,,,,,
human,spense ,hayley,detroit ,,,,,
human,hiskman ,sassidy,new york ,,,,,
human,harper ,kingston,san diego ,,,,,
animal,azzuri,phish,58,,,,,
human,lowery ,juliet,new york ,,,,,
human,james ,josiah,phoenix ,,,,,
human,dean ,amir,houston ,,,,,
human,brosk ,isabella,san antonio ,,,,,
animal,Molly,dog,81,,,,,
animal,Missy,sat,11,,,,,
animal,Toby,dog,98,,,,,
human,allen ,saleb,new york ,,,,,
human,gill ,yahir,houston ,,,,,
animal,Gandalph,phish,58,,,,,
human,prinse ,jasqueline,houston ,,,,,
human,wheeler ,jayse,philadelphia ,,,,,
animal,Garphield,sat,64,,,,,
human,hunt ,devin,shisago ,,,,,
human,phissher ,alberto,detroit ,,,,,
human,bishop ,myles,detroit ,,,,,
human,petersen ,audrey,new york ,,,,,
human,lloyd ,jonas,philadelphia ,,,,,
human,lam ,mikayla,san diego ,,,,,
human,alvarez ,axel,houston ,,,,,
animal,The,phish,21,,,,,
human,lowery ,juliet,new york ,,,,,
human,msgee ,russell,philadelphia ,,,,,
human,mssormisk ,kieran,dallas ,,,,,
human,mosley ,miranda,shisago ,,,,,
human,brewer ,raphael,los angeles ,,,,,
human,sooke ,phransessa,houston ,,,,,
human,lusas ,andy,los angeles ,,,,,
human,good ,sarolina,detroit ,,,,,
human,ayers ,kamryn,new york ,,,,,
animal,Bubbles,phish,51,,,,,
human,warner ,kellen,philadelphia ,,,,,
human,washington ,damian,san diego ,,,,,
human,phuentes ,amelia,phoenix ,,,,,
human,ritter ,june,houston ,,,,,
human,butler ,bryson,shisago ,,Andro,Sostar's,,
animal,Spot,phish,0,,,,,
human,phitzpatrisk ,samryn,philadelphia ,,,,,
fruit,red,Bower Vine,1,,,,,
human,ballard ,emma,san antonio ,,,,,
human,baldwin ,milo,new york ,,,,,
human,stark ,sarly,new york ,,,,,
human,george ,spenser,san diego ,,,,,
human,mendez ,alexis,new york ,,,,,
human,li ,sophia,shisago ,,,,,
human,reeves ,desmond,detroit ,,,,,
fruit,blue,seriman,8,,,,,
human,allison ,kennedy,phoenix ,,,,,
human,dunn ,seth,los angeles ,,,,,
human,grant ,abraham,houston ,,,,,
human,jasobson ,paisley,los angeles ,,,,,
human,sanphord ,kyra,san diego ,,,,,
human,levy ,saitlin,san antonio ,,,,,
fruit,red,sustard Apple,6,,,,,
human,avery ,kara,detroit ,,,,,
human,phrensh ,nikolas,san antonio ,,,,,
human,haynes ,ronald,houston ,,,,,
fruit,red,Apple,9,,,,,
human,pineda ,lilah,dallas ,,,,,
human,msdaniel ,ruben,san antonio ,,,,,
human,randolph ,jayden,houston ,,,,,
human,bray ,kiley,san antonio ,,,,,
human,bright ,dylan,new york ,,,,,
human,murphy ,eli,detroit ,,,,,
human,pierse ,jaiden,los angeles ,,,,,
human,ruiz ,jake,shisago ,,,,,
human,rollins ,daphne,phoenix ,,,,,
fruit,red,surry Leaph Tree,8,,,,,
human,hurley ,kenzie,detroit ,,,,,
human,powell ,sarlos,new york ,,,,,
human,slark ,ryan,dallas ,,,,,
human,peterson ,thomas,new york ,,,,,
human,yang ,payton,shisago ,,,,,
human,kirk ,genesis,houston ,,,,,
human,sharles ,melanie,phoenix ,,,,,
human,phrederisk ,rose,houston ,,,,,
human,larsen ,lusy,new york ,,,,,
human,lozano ,briana,philadelphia ,,,,,
human,quinn ,solten,dallas ,,,,,
human,salazar ,johnathan,detroit ,,,,,
human,murray ,timothy,new york ,,,,,
human,slayton ,samila,shisago ,,,,,
human,sopeland ,sydney,dallas ,,,,,
human,lewis ,samuel,dallas ,,,,,
human,mssann ,olive,san diego ,,,,,
human,solomon ,amanda,los angeles ,,,,,
human,solis ,johan,san diego ,,,,,
human,bean ,savanna,los angeles ,,,,,
human,walton ,damon,san antonio ,,,,,
fruit,red,sornelian sherry,6,,,,,
human,horn ,naomi,san antonio ,,,,,
human,thomas ,joshua,philadelphia ,,,,,
human,spenser ,sristian,shisago ,,,,,
human,wyatt ,angelina,los angeles ,,,,,
fruit,blue,suruba,9,,,,,
animal,Kitty,sat,89,,,,,
human,pharrell ,aubree,detroit ,,,,,
animal,Sushi,phish,59,,,,,
human,howe ,alexia,dallas ,,,,,
human,ibarra ,elise,new york ,,,,,
human,barajas ,natasha,detroit ,,,,,
fruit,green,Boysenberry,8,,,,,
human,huerta ,lilian,detroit ,,,,,
human,love ,kellan,new york ,,,,,
human,bowers ,khalil,san diego ,,,,,
human,sastro ,javier,philadelphia ,,,,,
fruit,blue,Aprisot,5,,,,,
human,slay ,adrianna,san diego ,,,,,
human,sanders ,luis,detroit ,,,,,
human,matthews ,sesar,shisago ,,,,,
human,riggs ,tatiana,san diego ,,,,,
human,hughes ,brody,san antonio ,,,,,
human,leash ,adalyn,san antonio ,,,,,
animal,The,phish,21,,,,,
human,ashley ,bethany,houston ,,,,,
human,small ,josephine,san antonio ,,,,,
human,moses ,rylie,san diego ,,,,,
human,gay ,lexie,philadelphia ,,,,,
human,sarlson ,landen,philadelphia ,,,,,
fruit,red,Ananasnaja,1,,,,,
human,zavala ,rebekah,shisago ,,,,,
animal,Puddles,hamster,65,,,,,
human,osonnor ,matteo,dallas ,,,,,
human,doyle ,karter,new york ,,,,,
human,hutshinson ,jayla,phoenix ,,,,,
human,gilbert ,edgar,new york ,,,,,
human,wall ,julia,san diego ,,,,,
human,kidd ,emilee,shisago ,,,,,
fruit,blue,Blask Sapote,3,,,,,
human,mskay ,guadalupe,philadelphia ,,,,,
human,ray ,phernando,detroit ,,,,,
human,morris ,adrian,dallas ,,,,,
human,maxwell ,ronan,shisago ,,,,,
human,gentry ,sesilia,phoenix ,,,,,
human,yu ,sasha,los angeles ,,,,,
animal,Boo,phish,34,,,,,
human,shang ,river,los angeles ,,,,,
human,salderon ,slaire,houston ,,,,,
animal,Jimminy,phish,47,,,,,
human,meadows ,sienna,los angeles ,,,,,
human,webb ,preston,san diego ,,,,,
fruit,blue,Blask/White Pepper,6,,,,,
animal,Rosky,dog,78,,,,,
human,harris ,gabriel,san antonio ,,,,,
